OBJECTID,IS_DRILL,STREET,REASON,TYPE,SOURCE,RoadClosureDate,RoadClosureEnd,INCIDENT_DATE,YEAR,RoadClosureHours,CommuteHours,TideDate,MinsUntilTide,FloodRisk,NearestHighLowTide,MaxTide,TideType,Closest6MinTideHeight,MoonPhase,MoonPhaseDesc,DailyPrecipitation_Downtown,DailyPrecipitationCat_Downtown,Fastest2minWindDir_Dwntwn,Fastest2minWindSpeed_Dwntwn,Fastest2minWindDirDesc_Dwntwn,FloodReason_6MIN,FloodReason_Day,EventName,Shape__Length
269,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/01/15 12:14:33+00,2016/01/15 16:00:00+00,2016/01/15,2016,4,Non-Commute,2016/01/15 12:12:00+00,-2,None,6.98,6.98,High,6.983,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,659.186937756164
270,,CHISOLM ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/01/15 12:16:56+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-4,None,6.98,6.98,High,7.039,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,154.631119112589
271,,N MARKET ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:19:26+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-7,None,6.98,6.98,High,7.039,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,105.387778926127
272,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:21:34+00,2016/01/15 12:58:02+00,2016/01/15,2016,0,Non-Commute,2016/01/15 12:12:00+00,-9,None,6.98,6.98,High,7.039,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,133.578226254889
273,,N MARKET ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:22:19+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-10,None,6.98,6.98,High,6.973,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,471.217595702201
274,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/01/15 12:25:12+00,2016/01/15 16:00:00+00,2016/01/15,2016,4,Non-Commute,2016/01/15 12:12:00+00,-13,None,6.98,6.98,High,6.973,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,94.4768662947102
275,,BENNETT ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:26:22+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-14,None,6.98,6.98,High,6.973,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,170.962578175894
276,,BEAUFAIN ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:28:41+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-16,None,6.98,6.98,High,6.842,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,343.574223586952
277,,CANNON ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:31:11+00,2016/01/15 13:52:40+00,2016/01/15,2016,1,Non-Commute,2016/01/15 12:12:00+00,-19,None,6.98,6.98,High,6.842,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,135.127948448579
278,,CANNON ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:32:35+00,2016/01/15 13:53:09+00,2016/01/15,2016,1,Non-Commute,2016/01/15 12:12:00+00,-20,None,6.98,6.98,High,6.842,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,105.173348420758
279,,COMING ST,FLOOD,CLOSED,Charleston PD,2016/01/15 12:34:59+00,2016/01/15 14:25:05+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-22,None,6.98,6.98,High,6.806,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,102.016780921888
280,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2016/01/15 12:43:20+00,2016/01/15 14:22:38+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-31,None,6.98,6.98,High,6.812,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,187.195794052018
281,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2016/01/15 12:51:44+00,2016/01/15 14:22:38+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-39,None,6.98,6.98,High,6.698,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,234.19226537321
282,,OGIER ST,FLOOD,CLOSED,Charleston PD,2016/01/15 13:38:36+00,2016/01/15 16:00:00+00,2016/01/15,2016,3,Non-Commute,2016/01/15 12:12:00+00,-86,None,6.98,6.98,High,6.025,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,High Tide / Rain,High Tide / Rain,,235.113498226216
283,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2016/01/15 14:25:05+00,2016/01/15 16:00:00+00,2016/01/15,2016,2,Non-Commute,2016/01/15 12:12:00+00,-133,None,6.98,6.98,High,4.791,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,Low Tide / No Rain,High Tide / Rain,,124.932666985732
284,,MORRISON DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/01/15 17:11:11+00,2016/01/15 13:04:50+00,2016/01/15,2016,-4,Non-Commute,2016/01/15 19:12:00+00,121,None,0.274,6.98,Low,1.048,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,Non-High Tide / Rain,High Tide / Rain,,721.733129212822
285,,CALHOUN ST,FLOOD,CLOSED,Charleston PD,2016/01/15 18:03:03+00,2016/01/15 19:43:35+00,2016/01/15,2016,1,Non-Commute,2016/01/15 19:12:00+00,69,None,0.274,6.98,Low,0.585,0.17,Other Moon,1.17,">1"" and <2""",220,18.1,SW,Non-High Tide / Rain,High Tide / Rain,,211.127254266813
286,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED,Charleston PD,2016/01/21 20:30:46+00,2015/10/04 19:30:00+00,2016/01/21,2016,-2617,Evening Commute,2016/01/21 18:12:00+00,-138,None,5.182,5.799,High,3.417,0.39,Other Moon,0,None,70,12.1,NE,Low Tide / No Rain,Low Tide / No Rain,,2248.13673655045
287,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED,Charleston PD,2016/01/21 20:32:29+00,2015/10/04 19:30:00+00,2016/01/21,2016,-2617,Evening Commute,2016/01/21 18:12:00+00,-140,None,5.182,5.799,High,3.417,0.39,Other Moon,0,None,70,12.1,NE,Low Tide / No Rain,Low Tide / No Rain,,2635.67196927863
288,,BARRE ST,FLOOD,CLOSED,Charleston PD,2016/06/07 08:25:52+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,113,None,5.914,7.029,High,4.644,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,139.308360820437
289,,BARRE ST,FLOOD,CLOSED,Charleston PD,2016/06/07 08:27:55+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,111,None,5.914,7.029,High,4.644,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,147.239432827333
290,,WENTWORTH ST,FLOOD,CLOSED,Charleston PD,2016/06/07 09:03:17+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,75,None,5.914,7.029,High,5.264,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,168.262349790287
291,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2016/06/07 09:04:16+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,74,None,5.914,7.029,High,5.313,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,137.646474071752
292,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2016/06/07 09:50:03+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,28,None,5.914,7.029,High,5.749,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,353.143446772378
293,,MORRISON DR,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/06/07 09:54:54+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,24,None,5.914,7.029,High,5.792,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,289.958111685948
294,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/06/07 09:57:03+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,21,None,5.914,7.029,High,5.792,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,133.578226254889
295,,MORRISON DR,FLOOD,CLOSED,Charleston PD,2016/06/07 09:59:02+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,19,None,5.914,7.029,High,5.838,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,446.924970616973
296,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/06/07 10:02:11+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,16,None,5.914,7.029,High,5.838,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,186.6792627871
297,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2016/06/07 10:06:43+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,12,None,5.914,7.029,High,5.877,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,182.962573788039
298,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED,Charleston PD,2016/06/07 10:11:34+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,7,None,5.914,7.029,High,5.943,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,709.346158333325
299,,DRAKE ST,FLOOD,CLOSED,Charleston PD,2016/06/07 10:13:49+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,5,None,5.914,7.029,High,5.943,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,333.943672379866
300,,HALSEY ST,FLOOD,CLOSED,Charleston PD,2016/06/07 10:22:18+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,-4,None,5.914,7.029,High,5.933,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,170.86475862725
301,,E BAY ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/06/07 10:26:38+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,-8,None,5.914,7.029,High,5.933,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,781.89324874047
302,,BENNETT ST,FLOOD,CLOSED,Charleston PD,2016/06/07 10:28:38+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,-10,None,5.914,7.029,High,5.874,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,441.982568278116
303,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2016/06/07 11:11:41+00,,2016/06/07,2016,,Non-Commute,2016/06/07 10:18:00+00,-53,None,5.914,7.029,High,5.815,0.06,Other Moon,0.46,"<1""",350,13,N,Low Tide / No Rain,High Tide / No Rain,,421.388059425228
304,,ASHLEY AVE,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 08:30:00+00,2016/09/02 10:58:00+00,2016/09/02,2016,2,Morning Commute,2016/09/02 09:30:00+00,60,None,6.465,6.465,High,6.041,0.01,New Moon,1.31,">1"" and <2""",200,32,S,High Tide / Rain,High Tide / Rain,,94.4768662947102
305,,S MARKET ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 08:30:00+00,2016/09/02 08:51:00+00,2016/09/02,2016,0,Morning Commute,2016/09/02 09:30:00+00,60,None,6.465,6.465,High,6.041,0.01,New Moon,1.31,">1"" and <2""",200,32,S,High Tide / Rain,High Tide / Rain,,262.006868704022
306,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2016/09/02 09:45:00+00,2016/09/02 18:10:00+00,2016/09/02,2016,9,Morning Commute,2016/09/02 09:30:00+00,-15,None,6.465,6.465,High,6.504,0.01,New Moon,1.31,">1"" and <2""",200,32,S,High Tide / Rain,High Tide / Rain,,137.646474071752
307,,BARRE ST,FLOOD,CLOSED,Charleston PD,2016/09/02 09:45:00+00,2016/09/02 18:10:00+00,2016/09/02,2016,9,Morning Commute,2016/09/02 09:30:00+00,-15,None,6.465,6.465,High,6.504,0.01,New Moon,1.31,">1"" and <2""",200,32,S,High Tide / Rain,High Tide / Rain,,147.238422855442
308,,HUGER ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 14:26:00+00,2016/09/02 17:00:00+00,2016/09/02,2016,3,Non-Commute,2016/09/02 17:30:00+00,184,None,2.311,6.465,Low,2.787,0.01,New Moon,1.31,">1"" and <2""",200,32,S,Non-High Tide / Rain,High Tide / Rain,,374.782581730429
309,,SAINT ANDREWS BLVD RAMP,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 14:26:00+00,2016/09/02 19:15:00+00,2016/09/02,2016,5,Non-Commute,2016/09/02 17:30:00+00,184,None,2.311,6.465,Low,2.787,0.01,New Moon,1.31,">1"" and <2""",200,32,S,Non-High Tide / Rain,High Tide / Rain,,443.213785632855
310,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/09/02 14:30:00+00,2016/09/02 16:59:00+00,2016/09/02,2016,2,Non-Commute,2016/09/02 17:30:00+00,180,None,2.311,6.465,Low,2.725,0.01,New Moon,1.31,">1"" and <2""",200,32,S,Non-High Tide / Rain,High Tide / Rain,,323.415671062771
311,,FORT JOHNSON RD,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 15:00:00+00,2016/09/02 18:10:00+00,2016/09/02,2016,3,Non-Commute,2016/09/02 17:30:00+00,150,None,2.311,6.465,Low,2.643,0.01,New Moon,1.31,">1"" and <2""",200,32,S,Non-High Tide / Rain,High Tide / Rain,,116.735749133368
312,,HANOVER ST,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/09/02 15:45:00+00,2016/09/02 05:35:00+00,2016/09/02,2016,-10,Evening Commute,2016/09/02 17:30:00+00,105,None,2.311,6.465,Low,2.659,0.01,New Moon,1.31,">1"" and <2""",200,32,S,Non-High Tide / Rain,High Tide / Rain,,119.160184127692
313,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/09/14 14:50:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 12:24:00+00,-146,None,0.815,7.314,Low,2.718,0.39,Other Moon,4.26,">3""",50,25.1,NE,Non-High Tide / Rain,High Tide / Rain,,188.554853182557
314,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/09/14 16:41:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,145,Minor,7.314,7.314,High,5.854,0.39,Other Moon,4.26,">3""",50,25.1,NE,Low Tide / No Rain,High Tide / Rain,,133.578226254889
315,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/09/14 17:10:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,116,Minor,7.314,7.314,High,6.104,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,281.075416368046
316,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/09/14 17:15:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,111,Minor,7.314,7.314,High,6.104,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,350.731801030563
317,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/09/14 17:15:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,111,Minor,7.314,7.314,High,6.104,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,128.755703881251
318,,S MARKET ST,FLOOD,CLOSED,Charleston PD,2016/09/14 17:15:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,111,Minor,7.314,7.314,High,6.104,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,285.06019459276
319,,N MARKET ST,FLOOD,CLOSED,Charleston PD,2016/09/14 17:15:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,111,Minor,7.314,7.314,High,6.104,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,635.409291460048
320,,RUTLEDGE AVE,FLOOD,CLOSED,Charleston PD,2016/09/14 17:45:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,81,Minor,7.314,7.314,High,6.491,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,333.994348728758
321,,ASHLEY AVE,FLOOD,CLOSED,Charleston PD,2016/09/14 18:00:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,66,Minor,7.314,7.314,High,6.691,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,427.503762996005
322,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2016/09/14 18:55:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,11,Minor,7.314,7.314,High,7.236,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,579.194938710673
323,,WASHINGTON ST,FLOOD,CLOSED,Charleston PD,2016/09/14 19:01:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,5,Minor,7.314,7.314,High,7.334,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,353.361622007984
324,,CHERRY ST,FLOOD,CLOSED,Charleston PD,2016/09/14 21:00:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,-114,Minor,7.314,7.314,High,6.261,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,137.646474071752
325,,OGIER ST,FLOOD,CLOSED,Charleston PD,2016/09/14 21:00:00+00,,2016/09/14,2016,,Non-Commute,2016/09/14 19:06:00+00,-114,Minor,7.314,7.314,High,6.261,0.39,Other Moon,4.26,">3""",50,25.1,NE,High Tide / Rain,High Tide / Rain,,235.113498226216
326,,NOTTINGHAM DR,FLOOD,CLOSED,Charleston PD,2016/10/07 10:20:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,43,Non-Commute,2016/10/07 13:18:00+00,178,Minor,7.364,7.364,High,5.625,0.17,Other Moon,4.36,">3""",60,35.1,NE,Low Tide / No Rain,High Tide / Rain,Matthew,138.535019426334
327,,WILLIAM ACKERMAN LN,FLOOD,CLOSED,Charleston PD,2016/10/07 10:30:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,43,Non-Commute,2016/10/07 13:18:00+00,168,Minor,7.364,7.364,High,5.822,0.17,Other Moon,4.36,">3""",60,35.1,NE,Low Tide / No Rain,High Tide / Rain,Matthew,194.363660935429
328,,WILLIAM ACKERMAN LN,FLOOD,CLOSED,Charleston PD,2016/10/07 10:30:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,43,Non-Commute,2016/10/07 13:18:00+00,168,Minor,7.364,7.364,High,5.822,0.17,Other Moon,4.36,">3""",60,35.1,NE,Low Tide / No Rain,High Tide / Rain,Matthew,97.5535865055701
329,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/10/07 11:08:00+00,2016/10/08 21:00:00+00,2016/10/07,2016,34,Non-Commute,2016/10/07 13:18:00+00,130,Minor,7.364,7.364,High,6.33,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,1172.48203592727
330,,CALHOUN ST,FLOOD,CLOSED,Charleston PD,2016/10/07 21:50:00+00,2016/10/08 21:30:00+00,2016/10/07,2016,24,Non-Commute,2016/10/07 19:00:00+00,-170,None,4.28,7.364,Low,5.914,0.17,Other Moon,4.36,">3""",60,35.1,NE,Non-High Tide / Rain,High Tide / Rain,Matthew,209.819889090676
331,,HAGOOD AVE,FLOOD,CLOSED,Charleston PD,2016/10/07 22:04:00+00,2016/10/08 22:15:00+00,2016/10/07,2016,24,Non-Commute,2016/10/07 19:00:00+00,-184,None,4.28,7.364,Low,6.297,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,234.19226537321
332,,NOTTINGHAM DR,FLOOD,CLOSED,Charleston PD,2016/10/07 22:20:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,31,Non-Commute,2016/10/07 19:00:00+00,-200,None,4.28,7.364,Low,6.543,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,113.450725131158
333,,W ROBINHOOD DR,FLOOD,CLOSED,Charleston PD,2016/10/07 22:21:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,31,Non-Commute,2016/10/07 19:00:00+00,-201,None,4.28,7.364,Low,6.543,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,344.101791096805
334,,CHADWICK DR,FLOOD,CLOSED,Charleston PD,2016/10/07 22:30:00+00,2016/10/09 05:30:00+00,2016/10/07,2016,31,Non-Commute,2016/10/07 19:00:00+00,-210,None,4.28,7.364,Low,6.885,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,239.723483430955
335,,MURRAY BLVD,FLOOD,CLOSED,Charleston PD,2016/10/07 23:15:00+00,2016/10/09 10:05:00+00,2016/10/07,2016,35,Non-Commute,2016/10/07 19:00:00+00,-255,None,4.28,7.364,Low,7.544,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,1736.35663526668
336,,MURRAY BLVD,FLOOD,CLOSED,Charleston PD,2016/10/07 23:17:00+00,2016/10/09 10:05:00+00,2016/10/07,2016,35,Non-Commute,2016/10/07 19:00:00+00,-257,None,4.28,7.364,Low,7.613,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,1777.3587992239
337,,SEPTIMA P CLARK PKWY,FLOOD,CLOSED - PARTIAL,Charleston PD,2016/10/07 23:25:00+00,2016/10/08 21:00:00+00,2016/10/07,2016,22,Non-Commute,2016/10/07 19:00:00+00,-265,None,4.28,7.364,Low,7.718,0.17,Other Moon,4.36,">3""",60,35.1,NE,High Tide / Rain,High Tide / Rain,Matthew,1227.05942103197
338,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 22:45:00+00,2016/10/08,2016,22,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,606.251707285139
339,,SKYLARK DR,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 05:40:00+00,2016/10/08,2016,29,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,359.772249225971
340,,SPRING ST,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 21:15:00+00,2016/10/08,2016,21,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,236.879727860404
341,,PITT ST,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 21:55:00+00,2016/10/08,2016,21,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,496.453470900989
342,,FERGUSON RD,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 13:25:00+00,2016/10/08,2016,37,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,138.043007672708
343,,MAIN RD,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 05:50:00+00,2016/10/08,2016,29,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,351.372081208991
344,,MEETING ST,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 10:05:00+00,2016/10/08,2016,34,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,173.427647787955
345,,PLAYGROUND RD,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 05:30:00+00,2016/10/08,2016,29,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,277.164150517421
346,,MURRAY WOOD RD,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 20:00:00+00,2016/10/08,2016,20,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,572.47303789796
347,,SHADOWMOSS PKWY,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/09 13:15:00+00,2016/10/08,2016,37,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,119.690806012401
348,,SHEPPARD ST,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 22:00:00+00,2016/10/08,2016,22,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,89.9132536937517
349,,PRESIDENT ST,FLOOD,CLOSED,MUSC,2016/10/08 00:00:00+00,2016/10/08 21:55:00+00,2016/10/08,2016,21,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,152.523814101264
350,,LOCKWOOD DR,FLOOD,CLOSED,Charleston PD,2016/10/08 00:00:00+00,2016/10/08 21:55:00+00,2016/10/08,2016,21,Non-Commute,2016/10/08 02:42:00+00,162,Major,9.276,9.276,High,8.013,0.21,Other Moon,3.84,">3""",10,40.9,N,High Tide / Rain,High Tide / Rain,Matthew,500.185727232425
